predict,Days,start station name,bikes,Month,DayOfWeek,residual
1.1554897762089593,16258,2 Ave & E 31 St,1,7,Sun,-0.15548977620895932
1.2413483806102887,16258,Central Park S & 6 Ave,1,7,Sun,-0.24134838061028874
1.049234530202714,16258,Metropolitan Ave & Bedford Ave,1,7,Sun,-0.049234530202713955
1.3111418834558113,16258,W 21 St & 6 Ave,1,7,Sun,-0.3111418834558113
1.0766527805386337,16258,W 27 St & 7 Ave,1,7,Sun,-0.07665278053863367
1.1080013094990449,16258,W 47 St & 10 Ave,2,7,Sun,0.8919986905009551
1.1311941202594262,16258,W 52 St & 11 Ave,1,7,Sun,-0.13119412025942623
1.0951895867743044,16259,9 Ave & W 16 St,1,7,Mon,-0.09518958677430445
1.1016935970026234,16259,Broadway & W 49 St,1,7,Mon,-0.10169359700262337
1.0740565852771793,16259,E 11 St & Broadway,1,7,Mon,-0.07405658527717929
1.0372863801301213,16259,E 2 St & Avenue C,1,7,Mon,-0.03728638013012131
1.0662728589594996,16259,E 27 St & 1 Ave,1,7,Mon,-0.06627285895949964
1.2573950140364434,16259,Greenwich St & Warren St,1,7,Mon,-0.2573950140364434
1.1973045810625234,16259,John St & William St,1,7,Mon,-0.19730458106252335
1.1604870630630097,16260,Barclay St & Church St,3,7,Tue,1.8395129369369903
1.3343111481735161,16260,Broadway & E 22 St,2,7,Tue,0.6656888518264839
1.0907831020193166,16260,E 14 St & Avenue B,1,7,Tue,-0.09078310201931661
1.0980886994418517,16260,E 43 St & 2 Ave,1,7,Tue,-0.09808869944185172
1.0917365906953322,16260,E 48 St & 3 Ave,1,7,Tue,-0.09173659069533224
1.1390374504007714,16260,Howard St & Centre St,2,7,Tue,0.8609625495992286
1.3722138542522067,16260,Lafayette St & E 8 St,1,7,Tue,-0.37221385425220666
1.1244552078221597,16260,W 29 St & 9 Ave,1,7,Tue,-0.12445520782215969
1.1390374504007714,16260,Washington St & Gansevoort St,1,7,Tue,-0.13903745040077142
1.13503165069545,16261,Broadway & W 32 St,2,7,Wed,0.8649683493045499
1.099426909338907,16261,DeKalb Ave & Vanderbilt Ave,1,7,Wed,-0.09942690933890708
1.0790627913391526,16261,E 48 St & 3 Ave,1,7,Wed,-0.07906279133915262
1.1173677409152787,16261,Greenwich Ave & 8 Ave,1,7,Wed,-0.11736774091527868
1.3562840382042844,16261,Lafayette St & E 8 St,2,7,Wed,0.6437159617957156
1.0221950019844863,16261,State St & Smith St,1,7,Wed,-0.022195001984486318
1.1639444082175447,16261,W 26 St & 8 Ave,1,7,Wed,-0.16394440821754475
1.1980327585710688,16261,W 38 St & 8 Ave,1,7,Wed,-0.19803275857106883
1.018325297844357,16261,Wythe Ave & Metropolitan Ave,1,7,Wed,-0.018325297844357102
1.0810352845545244,16262,11 Ave & W 27 St,1,7,Thu,-0.08103528455452436
1.1294735605479014,16262,11 Ave & W 41 St,2,7,Thu,0.8705264394520986
